ITNO,ITEM,ShadeName,ShadeNo,Code,Rate,Pckng,Ptype,Range
11102,Diamond Ace Matt Finish 1001,WHITE,1001,Q1001,692,0.91,Quarter,ACE RANGE
11103,Diamond Ace Matt Finish 1001,ROSE WHITE,1004,Q1004,692,0.91,Quarter,ACE RANGE
11104,Diamond Ace Matt Finish 1001,SPOONBREAD,1005,Q1005,692,0.91,Quarter,ACE RANGE
11105,Diamond Ace Matt Finish 1001,WINTAGE,1006,Q1006,692,0.91,Quarter,ACE RANGE
11106,Diamond Ace Matt Finish 1001,OFF-WHITE,1007,Q1007,692,0.91,Quarter,ACE RANGE
11107,Diamond Ace Matt Finish 1001,APPRICOT,1008,Q1008,692,0.91,Quarter,ACE RANGE
11108,Diamond Ace Matt Finish 1001,COCKELL SHELL,1010,Q1010,692,0.91,Quarter,ACE RANGE
11109,Diamond Ace Matt Finish 1001,LIGHT LIME,1012,Q1012,692,0.91,Quarter,ACE RANGE
11110,Diamond Ace Matt Finish 1001,ASH-WHITE,1013,Q1013,692,0.91,Quarter,ACE RANGE
11111,Diamond Ace Matt Finish 1001,HALO,1015,Q1015,692,0.91,Quarter,ACE RANGE
11112,Diamond Ace Matt Finish 1001,BLACK,1016,Q1016,692,0.91,Quarter,ACE RANGE
11113,Diamond Ace Matt Finish 1001,LAVENDER-WHITE,1017,Q1017,692,0.91,Quarter,ACE RANGE
11114,Diamond Ace Matt Finish 1001,YELLOW GLOVE,1019,Q1019,692,0.91,Quarter,ACE RANGE
11115,Diamond Ace Matt Finish 1001,SOFT PEACH,1022,Q1022,692,0.91,Quarter,ACE RANGE
11116,Diamond Ace Matt Finish 1001,MOON-SHADOW,1025,Q1025,692,0.91,Quarter,ACE RANGE
11117,Diamond Ace Matt Finish 1001,UTOPIA,1026,Q1026,692,0.91,Quarter,ACE RANGE
11118,Diamond Ace Matt Finish 1001,PUMPKIN,1029,Q1029,692,0.91,Quarter,ACE RANGE
11119,Diamond Ace Matt Finish 1001,ROSE LEMON,1030,Q1030,692,0.91,Quarter,ACE RANGE
11120,Diamond Ace Matt Finish 1001,REFLECTION,1031,Q1031,692,0.91,Quarter,ACE RANGE
11121,Diamond Ace Matt Finish 1001,PABBLE GREY,1032,Q1032,692,0.91,Quarter,ACE RANGE
11122,Diamond Ace Matt Finish 1001,PEACH WISHPER,1033,Q1033,692,0.91,Quarter,ACE RANGE
11123,Diamond Ace Matt Finish 1001,KITCHEN-WHITE,1035,Q1035,692,0.91,Quarter,ACE RANGE
11124,Diamond Ace Matt Finish 1001,TROSSE BLUE,1039,Q1039,692,0.91,Quarter,ACE RANGE
11125,Diamond Ace Matt Finish 1001,WHITE ICE,1044,Q1044,692,0.91,Quarter,ACE RANGE
11126,Diamond Ace Matt Finish 1001,FRESH LIME,1045,Q1045,692,0.91,Quarter,ACE RANGE
11127,Diamond Ace Matt Finish 1001,PEACH GODDESS,1048,Q1048,692,0.91,Quarter,ACE RANGE
11128,Diamond Ace Matt Finish 1001,BUFF,1049,Q1049,692,0.91,Quarter,ACE RANGE
11129,Diamond Ace Matt Finish 1001,MUSTERD,1050,Q1050,692,0.91,Quarter,ACE RANGE
11130,Diamond Ace Matt Finish 1001,HAWANA,1051,Q1051,692,0.91,Quarter,ACE RANGE
11131,Diamond Ace Matt Finish 1001,JADE,1053,Q1053,692,0.91,Quarter,ACE RANGE
11132,Diamond Ace Matt Finish 1001,COOL BLUE,1054,Q1054,692,0.91,Quarter,ACE RANGE
11133,Diamond Ace Matt Finish 1001,FIRST DAWN,1055,Q1055,692,0.91,Quarter,ACE RANGE
11134,Diamond Ace Matt Finish 1001,PROPHETIC PURPLE,1056,Q1056,692,0.91,Quarter,ACE RANGE
11135,Diamond Ace Matt Finish 1001,LIGHT PINK,1057,Q1057,692,0.91,Quarter,ACE RANGE
11136,Diamond Ace Matt Finish 1001,ANGEL,1058,Q1058,692,0.91,Quarter,ACE RANGE
11137,Diamond Ace Matt Finish 1001,CARNIVAL PINK,1059,Q1059,692,0.91,Quarter,ACE RANGE
11138,Diamond Ace Matt Finish 1001,YARN BEIGE,1061,Q1061,692,0.91,Quarter,ACE RANGE
11139,Diamond Ace Matt Finish 1001,CINNAMON,1062,Q1062,692,0.91,Quarter,ACE RANGE
11140,Diamond Ace Matt Finish 1001,KNOCKOUT RED,1064,Q1064,692,0.91,Quarter,ACE RANGE
11141,Diamond Ace Matt Finish 1001,BLUE STREET,1065,Q1065,692,0.91,Quarter,ACE RANGE
11142,Diamond Ace Matt Finish 1001,PUFF,1069,Q1069,692,0.91,Quarter,ACE RANGE
11143,Diamond Ace Matt Finish 1001,SHEESHAM,1070,Q1070,692,0.91,Quarter,ACE RANGE
11144,Diamond Ace Matt Finish 1001,LIME TWIST,1071,Q1071,692,0.91,Quarter,ACE RANGE
11145,Diamond Ace Matt Finish 1001,LIGHT GREEN,1072,Q1072,692,0.91,Quarter,ACE RANGE
11146,Diamond Ace Matt Finish 1001,CHILL RED,1073,Q1073,692,0.91,Quarter,ACE RANGE
11147,Diamond Ace Matt Finish 1001,OSEAN BLUE,1074,Q1074,692,0.91,Quarter,ACE RANGE
11148,Diamond Ace Matt Finish 1001,SHINGLE,1075,Q1075,692,0.91,Quarter,ACE RANGE
11149,Diamond Ace Matt Finish 1001,ZINIA SCARLET,1076,Q1076,692,0.91,Quarter,ACE RANGE
11150,Diamond Ace Matt Finish 1001,DAWN GLOW,1077,Q1077,692,0.91,Quarter,ACE RANGE
11151,Diamond Ace Matt Finish 1001,DESIRE,1078,Q1078,692,0.91,Quarter,ACE RANGE
11152,Diamond Ace Matt Finish 1001,PINK VELVET,1079,Q1079,692,0.91,Quarter,ACE RANGE
11153,Diamond Ace Matt Finish 1001,CRENBERRY,1080,Q1080,692,0.91,Quarter,ACE RANGE
11154,Diamond Ace Matt Finish 1001,SOFT-PINK,1002,Q1002,692,0.91,Quarter,ACE RANGE
11155,Diamond Ace Matt Finish 1001,SHERBAT,1014,Q1014,692,0.91,Quarter,ACE RANGE
11156,Diamond Ace Matt Finish 1001,REFLECTION,1043,Q1043,692,0.91,Quarter,ACE RANGE
11157,Diamond Ace Matt Finish 1001,SKY-BLUE,1021,Q1021,692,0.91,Quarter,ACE RANGE
11158,Diamond Ace Matt Finish 1001,SNOW-MOUNTAIN,1003,Q1003,692,0.91,Quarter,ACE RANGE
11159,Diamond Ace Matt Finish 1001,SAGE-GREEN,1020,Q1020,692,0.91,Quarter,ACE RANGE
11160,Diamond Ace Matt Finish 1001,CHANDNI,1034,Q1034,692,0.91,Quarter,ACE RANGE
11161,Diamond Ace Matt Finish 1001,TROPICAL LIME,1040,Q1040,692,0.91,Quarter,ACE RANGE
11162,Diamond Ace Matt Finish 1001,ANTIQUE WHITE,1041,Q1041,692,0.91,Quarter,ACE RANGE
11163,Diamond Ace Matt Finish 1001,PINE-APPLE-TWIST,1028,Q1028,692,0.91,Quarter,ACE RANGE
11164,Diamond Ace Matt Finish 1001,ROSE LEMON,1018,Q1018,692,0.91,Quarter,ACE RANGE
11165,Diamond Ace Matt Finish 1001,ASH GREY,1066,Q1066,692,0.91,Quarter,ACE RANGE
11166,Diamond Ace Matt Finish 1001,ROSE-WHITE,1011,Q1011,692,0.91,Quarter,ACE RANGE
11167,Diamond Ace Matt Finish 1001,SHINGLE,1023,Q1023,692,0.91,Quarter,ACE RANGE
11168,Diamond Ace Matt Finish 1001,PEACH,1047,Q1047,692,0.91,Quarter,ACE RANGE
11169,Diamond Ace Matt Finish 1001,PASSION,1063,Q1063,692,0.91,Quarter,ACE RANGE
11170,Diamond Ace Matt Finish 1001,ORCHID SHADOE,1038,Q1038,692,0.91,Quarter,ACE RANGE
11171,Diamond Ace Matt Finish 1001,LILAC BLISSS,1036,Q1036,692,0.91,Quarter,ACE RANGE
11172,Diamond Ace Matt Finish 1001,NAVI BLUE,1024,Q1024,692,0.91,Quarter,ACE RANGE
11173,Diamond Ace Matt Finish 1001,WILD-HEATHER,1027,Q1027,692,0.91,Quarter,ACE RANGE
11174,Diamond Ace Matt Finish 1001,FULL WINE,1060,Q1060,692,0.91,Quarter,ACE RANGE
11175,Diamond Ace Matt Finish 1001,GREY STONE,1046,Q1046,692,0.91,Quarter,ACE RANGE
11176,Diamond Ace Matt Finish 1001,LIGHT CHOCOLATE,1052,Q1052,692,0.91,Quarter,ACE RANGE
11177,Diamond Ace Matt Finish 1001,MAUVE,1037,Q1037,692,0.91,Quarter,ACE RANGE
11178,Diamond Ace Matt Finish 1001,PUMKIN,1009,Q1009,692,0.91,Quarter,ACE RANGE
11179,Diamond Ace Matt Finish 1001,WHITE,1001,G1001,2681,3.64,Gallon,ACE RANGE
11180,Diamond Ace Matt Finish 1001,ROSE WHITE,1004,G1004,2681,3.64,Gallon,ACE RANGE
11181,Diamond Ace Matt Finish 1001,SPOONBREAD,1005,G1005,2681,3.64,Gallon,ACE RANGE
11182,Diamond Ace Matt Finish 1001,WINTAGE,1006,G1006,2681,3.64,Gallon,ACE RANGE
11183,Diamond Ace Matt Finish 1001,OFF-WHITE,1007,G1007,2681,3.64,Gallon,ACE RANGE
11184,Diamond Ace Matt Finish 1001,APPRICOT,1008,G1008,2681,3.64,Gallon,ACE RANGE
11185,Diamond Ace Matt Finish 1001,COCKELL SHELL,1010,G1010,2681,3.64,Gallon,ACE RANGE
11186,Diamond Ace Matt Finish 1001,LIGHT LIME,1012,G1012,2681,3.64,Gallon,ACE RANGE
11187,Diamond Ace Matt Finish 1001,ASH-WHITE,1013,G1013,2681,3.64,Gallon,ACE RANGE
11188,Diamond Ace Matt Finish 1001,HALO,1015,G1015,2681,3.64,Gallon,ACE RANGE
11189,Diamond Ace Matt Finish 1001,BLACK,1016,G1016,2681,3.64,Gallon,ACE RANGE
11190,Diamond Ace Matt Finish 1001,LAVENDER-WHITE,1017,G1017,2681,3.64,Gallon,ACE RANGE
11191,Diamond Ace Matt Finish 1001,YELLOW GLOVE,1019,G1019,2681,3.64,Gallon,ACE RANGE
11192,Diamond Ace Matt Finish 1001,SOFT PEACH,1022,G1022,2681,3.64,Gallon,ACE RANGE
11193,Diamond Ace Matt Finish 1001,MOON-SHADOW,1025,G1025,2681,3.64,Gallon,ACE RANGE
11194,Diamond Ace Matt Finish 1001,UTOPIA,1026,G1026,2681,3.64,Gallon,ACE RANGE
11195,Diamond Ace Matt Finish 1001,PUMPKIN,1029,G1029,2681,3.64,Gallon,ACE RANGE
11196,Diamond Ace Matt Finish 1001,ROSE LEMON,1030,G1030,2681,3.64,Gallon,ACE RANGE
11197,Diamond Ace Matt Finish 1001,REFLECTION,1031,G1031,2681,3.64,Gallon,ACE RANGE
11198,Diamond Ace Matt Finish 1001,PABBLE GREY,1032,G1032,2681,3.64,Gallon,ACE RANGE
11199,Diamond Ace Matt Finish 1001,PEACH WISHPER,1033,G1033,2681,3.64,Gallon,ACE RANGE
11200,Diamond Ace Matt Finish 1001,KITCHEN-WHITE,1035,G1035,2681,3.64,Gallon,ACE RANGE
11201,Diamond Ace Matt Finish 1001,TROSSE BLUE,1039,G1039,2681,3.64,Gallon,ACE RANGE
11202,Diamond Ace Matt Finish 1001,WHITE ICE,1044,G1044,2681,3.64,Gallon,ACE RANGE
11203,Diamond Ace Matt Finish 1001,FRESH LIME,1045,G1045,2681,3.64,Gallon,ACE RANGE
11204,Diamond Ace Matt Finish 1001,PEACH GODDESS,1048,G1048,2681,3.64,Gallon,ACE RANGE
11205,Diamond Ace Matt Finish 1001,BUFF,1049,G1049,2681,3.64,Gallon,ACE RANGE
11206,Diamond Ace Matt Finish 1001,MUSTERD,1050,G1050,2681,3.64,Gallon,ACE RANGE
11207,Diamond Ace Matt Finish 1001,HAWANA,1051,G1051,2681,3.64,Gallon,ACE RANGE
11208,Diamond Ace Matt Finish 1001,JADE,1053,G1053,2681,3.64,Gallon,ACE RANGE
11209,Diamond Ace Matt Finish 1001,COOL BLUE,1054,G1054,2681,3.64,Gallon,ACE RANGE
11210,Diamond Ace Matt Finish 1001,FIRST DAWN,1055,G1055,2681,3.64,Gallon,ACE RANGE
11211,Diamond Ace Matt Finish 1001,PROPHETIC PURPLE,1056,G1056,2681,3.64,Gallon,ACE RANGE
11212,Diamond Ace Matt Finish 1001,LIGHT PINK,1057,G1057,2681,3.64,Gallon,ACE RANGE
11213,Diamond Ace Matt Finish 1001,ANGEL,1058,G1058,2681,3.64,Gallon,ACE RANGE
11214,Diamond Ace Matt Finish 1001,CARNIVAL PINK,1059,G1059,2681,3.64,Gallon,ACE RANGE
11215,Diamond Ace Matt Finish 1001,YARN BEIGE,1061,G1061,2681,3.64,Gallon,ACE RANGE
11216,Diamond Ace Matt Finish 1001,CINNAMON,1062,G1062,2681,3.64,Gallon,ACE RANGE
11217,Diamond Ace Matt Finish 1001,KNOCKOUT RED,1064,G1064,2681,3.64,Gallon,ACE RANGE
11218,Diamond Ace Matt Finish 1001,BLUE STREET,1065,G1065,2681,3.64,Gallon,ACE RANGE
11219,Diamond Ace Matt Finish 1001,PUFF,1069,G1069,2681,3.64,Gallon,ACE RANGE
11220,Diamond Ace Matt Finish 1001,SHEESHAM,1070,G1070,2681,3.64,Gallon,ACE RANGE
11221,Diamond Ace Matt Finish 1001,LIME TWIST,1071,G1071,2681,3.64,Gallon,ACE RANGE
11222,Diamond Ace Matt Finish 1001,LIGHT GREEN,1072,G1072,2681,3.64,Gallon,ACE RANGE
11223,Diamond Ace Matt Finish 1001,CHILL RED,1073,G1073,2681,3.64,Gallon,ACE RANGE
11224,Diamond Ace Matt Finish 1001,OSEAN BLUE,1074,G1074,2681,3.64,Gallon,ACE RANGE
11225,Diamond Ace Matt Finish 1001,SHINGLE,1075,G1075,2681,3.64,Gallon,ACE RANGE
11226,Diamond Ace Matt Finish 1001,ZINIA SCARLET,1076,G1076,2681,3.64,Gallon,ACE RANGE
11227,Diamond Ace Matt Finish 1001,DAWN GLOW,1077,G1077,2681,3.64,Gallon,ACE RANGE
11228,Diamond Ace Matt Finish 1001,DESIRE,1078,G1078,2681,3.64,Gallon,ACE RANGE
11229,Diamond Ace Matt Finish 1001,PINK VELVET,1079,G1079,2681,3.64,Gallon,ACE RANGE
11230,Diamond Ace Matt Finish 1001,CRENBERRY,1080,G1080,2681,3.64,Gallon,ACE RANGE
11231,Diamond Ace Matt Finish 1001,SOFT-PINK,1002,G1002,2681,3.64,Gallon,ACE RANGE
11232,Diamond Ace Matt Finish 1001,SHERBAT,1014,G1014,2681,3.64,Gallon,ACE RANGE
11233,Diamond Ace Matt Finish 1001,REFLECTION,1043,G1043,2681,3.64,Gallon,ACE RANGE
11234,Diamond Ace Matt Finish 1001,SKY-BLUE,1021,G1021,2681,3.64,Gallon,ACE RANGE
11235,Diamond Ace Matt Finish 1001,SNOW-MOUNTAIN,1003,G1003,2681,3.64,Gallon,ACE RANGE
11236,Diamond Ace Matt Finish 1001,SAGE-GREEN,1020,G1020,2681,3.64,Gallon,ACE RANGE
11237,Diamond Ace Matt Finish 1001,CHANDNI,1034,G1034,2681,3.64,Gallon,ACE RANGE
11238,Diamond Ace Matt Finish 1001,TROPICAL LIME,1040,G1040,2681,3.64,Gallon,ACE RANGE
11239,Diamond Ace Matt Finish 1001,ANTIQUE WHITE,1041,G1041,2681,3.64,Gallon,ACE RANGE
11240,Diamond Ace Matt Finish 1001,PINE-APPLE-TWIST,1028,G1028,2681,3.64,Gallon,ACE RANGE
11241,Diamond Ace Matt Finish 1001,ROSE LEMON,1018,G1018,2681,3.64,Gallon,ACE RANGE
11242,Diamond Ace Matt Finish 1001,ASH GREY,1066,G1066,2681,3.64,Gallon,ACE RANGE
11243,Diamond Ace Matt Finish 1001,ROSE-WHITE,1011,G1011,2681,3.64,Gallon,ACE RANGE
11244,Diamond Ace Matt Finish 1001,SHINGLE,1023,G1023,2681,3.64,Gallon,ACE RANGE
11245,Diamond Ace Matt Finish 1001,PEACH,1047,G1047,2681,3.64,Gallon,ACE RANGE
11246,Diamond Ace Matt Finish 1001,PASSION,1063,G1063,2681,3.64,Gallon,ACE RANGE
11247,Diamond Ace Matt Finish 1001,ORCHID SHADOE,1038,G1038,2681,3.64,Gallon,ACE RANGE
11248,Diamond Ace Matt Finish 1001,LILAC BLISSS,1036,G1036,2681,3.64,Gallon,ACE RANGE
11249,Diamond Ace Matt Finish 1001,NAVI BLUE,1024,G1024,2681,3.64,Gallon,ACE RANGE
11250,Diamond Ace Matt Finish 1001,WILD-HEATHER,1027,G1027,2681,3.64,Gallon,ACE RANGE
11251,Diamond Ace Matt Finish 1001,FULL WINE,1060,G1060,2681,3.64,Gallon,ACE RANGE
11252,Diamond Ace Matt Finish 1001,GREY STONE,1046,G1046,2681,3.64,Gallon,ACE RANGE
11253,Diamond Ace Matt Finish 1001,LIGHT CHOCOLATE,1052,G1052,2681,3.64,Gallon,ACE RANGE
11254,Diamond Ace Matt Finish 1001,MAUVE,1037,G1037,2681,3.64,Gallon,ACE RANGE
11255,Diamond Ace Matt Finish 1001,PUMKIN,1009,G1009,2681,3.64,Gallon,ACE RANGE
11256,Diamond Ace Matt Finish 1001,WHITE,1001,K1001,10642,14.56,Drum,ACE RANGE
11257,Diamond Ace Matt Finish 1001,OFF-WHITE,1007,K1007,10642,14.56,Drum,ACE RANGE
11258,Diamond Ace Matt Finish 1001,ASH-WHITE,1013,K1013,10642,14.56,Drum,ACE RANGE
11259,Diamond Ace Matt Finish 1001,ROSE WHITE,1004,K1004,10642,14.56,Drum,ACE RANGE
11260,Diamond Ace Matt Finish 1001,SPOONBREAD,1005,K1005,10642,14.56,Drum,ACE RANGE
11261,Diamond Ace Matt Finish 1001,WINTAGE,1006,K1006,10642,14.56,Drum,ACE RANGE
11262,Diamond Ace Matt Finish 1001,APPRICOT,1008,K1008,10642,14.56,Drum,ACE RANGE
11263,Diamond Ace Matt Finish 1001,COCKELL SHELL,1010,K1010,10642,14.56,Drum,ACE RANGE
11264,Diamond Ace Matt Finish 1001,LIGHT LIME,1012,K1012,10642,14.56,Drum,ACE RANGE
11265,Diamond Ace Matt Finish 1001,HALO,1015,K1015,10642,14.56,Drum,ACE RANGE
11266,Diamond Ace Matt Finish 1001,BLACK,1016,K1016,10642,14.56,Drum,ACE RANGE
11267,Diamond Ace Matt Finish 1001,LAVENDER-WHITE,1017,K1017,10642,14.56,Drum,ACE RANGE
11268,Diamond Ace Matt Finish 1001,YELLOW GLOVE,1019,K1019,10642,14.56,Drum,ACE RANGE
11269,Diamond Ace Matt Finish 1001,SOFT PEACH,1022,K1022,10642,14.56,Drum,ACE RANGE
11270,Diamond Ace Matt Finish 1001,MOON-SHADOW,1025,K1025,10642,14.56,Drum,ACE RANGE
11271,Diamond Ace Matt Finish 1001,UTOPIA,1026,K1026,10642,14.56,Drum,ACE RANGE
11272,Diamond Ace Matt Finish 1001,PUMPKIN,1029,K1029,10642,14.56,Drum,ACE RANGE
11273,Diamond Ace Matt Finish 1001,ROSE LEMON,1030,K1030,10642,14.56,Drum,ACE RANGE
11274,Diamond Ace Matt Finish 1001,REFLECTION,1031,K1031,10642,14.56,Drum,ACE RANGE
11275,Diamond Ace Matt Finish 1001,PABBLE GREY,1032,K1032,10642,14.56,Drum,ACE RANGE
11276,Diamond Ace Matt Finish 1001,PEACH WISHPER,1033,K1033,10642,14.56,Drum,ACE RANGE
11277,Diamond Ace Matt Finish 1001,KITCHEN-WHITE,1035,K1035,10642,14.56,Drum,ACE RANGE
11278,Diamond Ace Matt Finish 1001,TROSSE BLUE,1039,K1039,10642,14.56,Drum,ACE RANGE
11279,Diamond Ace Matt Finish 1001,WHITE ICE,1044,K1044,10642,14.56,Drum,ACE RANGE
11280,Diamond Ace Matt Finish 1001,FRESH LIME,1045,K1045,10642,14.56,Drum,ACE RANGE
11281,Diamond Ace Matt Finish 1001,PEACH GODDESS,1048,K1048,10642,14.56,Drum,ACE RANGE
11282,Diamond Ace Matt Finish 1001,BUFF,1049,K1049,10642,14.56,Drum,ACE RANGE
11283,Diamond Ace Matt Finish 1001,MUSTERD,1050,K1050,10642,14.56,Drum,ACE RANGE
11284,Diamond Ace Matt Finish 1001,HAWANA,1051,K1051,10642,14.56,Drum,ACE RANGE
11285,Diamond Ace Matt Finish 1001,JADE,1053,K1053,10642,14.56,Drum,ACE RANGE
11286,Diamond Ace Matt Finish 1001,COOL BLUE,1054,K1054,10642,14.56,Drum,ACE RANGE
11287,Diamond Ace Matt Finish 1001,FIRST DAWN,1055,K1055,10642,14.56,Drum,ACE RANGE
11288,Diamond Ace Matt Finish 1001,PROPHETIC PURPLE,1056,K1056,10642,14.56,Drum,ACE RANGE
11289,Diamond Ace Matt Finish 1001,LIGHT PINK,1057,K1057,10642,14.56,Drum,ACE RANGE
11290,Diamond Ace Matt Finish 1001,ANGEL,1058,K1058,10642,14.56,Drum,ACE RANGE
11291,Diamond Ace Matt Finish 1001,CARNIVAL PINK,1059,K1059,10642,14.56,Drum,ACE RANGE
11292,Diamond Ace Matt Finish 1001,YARN BEIGE,1061,K1061,10642,14.56,Drum,ACE RANGE
11293,Diamond Ace Matt Finish 1001,CINNAMON,1062,K1062,10642,14.56,Drum,ACE RANGE
11294,Diamond Ace Matt Finish 1001,KNOCKOUT RED,1064,K1064,10642,14.56,Drum,ACE RANGE
11295,Diamond Ace Matt Finish 1001,BLUE STREET,1065,K1065,10642,14.56,Drum,ACE RANGE
11296,Diamond Ace Matt Finish 1001,PUFF,1069,K1069,10642,14.56,Drum,ACE RANGE
11297,Diamond Ace Matt Finish 1001,SHEESHAM,1070,K1070,10642,14.56,Drum,ACE RANGE
11298,Diamond Ace Matt Finish 1001,LIME TWIST,1071,K1071,10642,14.56,Drum,ACE RANGE
11299,Diamond Ace Matt Finish 1001,LIGHT GREEN,1072,K1072,10642,14.56,Drum,ACE RANGE
11300,Diamond Ace Matt Finish 1001,CHILL RED,1073,K1073,10642,14.56,Drum,ACE RANGE
11301,Diamond Ace Matt Finish 1001,OSEAN BLUE,1074,K1074,10642,14.56,Drum,ACE RANGE
11302,Diamond Ace Matt Finish 1001,SHINGLE,1075,K1075,10642,14.56,Drum,ACE RANGE
11303,Diamond Ace Matt Finish 1001,ZINIA SCARLET,1076,K1076,10642,14.56,Drum,ACE RANGE
11304,Diamond Ace Matt Finish 1001,DAWN GLOW,1077,K1077,10642,14.56,Drum,ACE RANGE
11305,Diamond Ace Matt Finish 1001,DESIRE,1078,K1078,10642,14.56,Drum,ACE RANGE
11306,Diamond Ace Matt Finish 1001,PINK VELVET,1079,K1079,10642,14.56,Drum,ACE RANGE
11307,Diamond Ace Matt Finish 1001,CRENBERRY,1080,K1080,10642,14.56,Drum,ACE RANGE
11308,Diamond Ace Matt Finish 1001,SOFT-PINK,1002,K1002,10642,14.56,Drum,ACE RANGE
11309,Diamond Ace Matt Finish 1001,SHERBAT,1014,K1014,10642,14.56,Drum,ACE RANGE
11336,Diamond Ace Plastic Emulsion 501,HONEY-DEW,504,Q504,654,1,Quarter,ACE RANGE
11337,Diamond Ace Plastic Emulsion 501,ICE FLOW,505,Q505,654,1,Quarter,ACE RANGE
11338,Diamond Ace Plastic Emulsion 501,CHARISMA,506,Q506,654,1,Quarter,ACE RANGE
11339,Diamond Ace Plastic Emulsion 501,BLUE HEAVEN,507,Q507,654,1,Quarter,ACE RANGE
11340,Diamond Ace Plastic Emulsion 501,PASTEL BLUE,508,Q508,654,1,Quarter,ACE RANGE
11341,Diamond Ace Plastic Emulsion 501,COCKEL-SHELL,509,Q509,654,1,Quarter,ACE RANGE
11342,Diamond Ace Plastic Emulsion 501,CIRUS YELLOW,510,Q510,654,1,Quarter,ACE RANGE
11343,Diamond Ace Plastic Emulsion 501,BLUE STREET,511,Q511,654,1,Quarter,ACE RANGE
11344,Diamond Ace Plastic Emulsion 501,SPICE,512,Q512,654,1,Quarter,ACE RANGE
11345,Diamond Ace Plastic Emulsion 501,OFF-WHITE,513,Q513,654,1,Quarter,ACE RANGE
11346,Diamond Ace Plastic Emulsion 501,FLOATING LILLY,514,Q514,654,1,Quarter,ACE RANGE
11347,Diamond Ace Plastic Emulsion 501,CLASSICAL,515,Q515,654,1,Quarter,ACE RANGE
11348,Diamond Ace Plastic Emulsion 501,CREAM,516,Q516,654,1,Quarter,ACE RANGE
11349,Diamond Ace Plastic Emulsion 501,GREY MIST,517,Q517,654,1,Quarter,ACE RANGE
11350,Diamond Ace Plastic Emulsion 501,MAUVE,518,Q518,654,1,Quarter,ACE RANGE
11351,Diamond Ace Plastic Emulsion 501,BONE WHITE,519,Q519,654,1,Quarter,ACE RANGE
11352,Diamond Ace Plastic Emulsion 501,FRENCH GREY,520,Q520,654,1,Quarter,ACE RANGE
11353,Diamond Ace Plastic Emulsion 501,SALMON,521,Q521,654,1,Quarter,ACE RANGE
11354,Diamond Ace Plastic Emulsion 501,SHERBAT,522,Q522,654,1,Quarter,ACE RANGE
11355,Diamond Ace Plastic Emulsion 501,CLOUDY WHITE,523,Q523,654,1,Quarter,ACE RANGE
11356,Diamond Ace Plastic Emulsion 501,BAMBOO GOLD,524,Q524,654,1,Quarter,ACE RANGE
11357,Diamond Ace Plastic Emulsion 501,YELLOW GREEN,525,Q525,654,1,Quarter,ACE RANGE
11358,Diamond Ace Plastic Emulsion 501,SPING-LEAF,526,Q526,654,1,Quarter,ACE RANGE
11359,Diamond Ace Plastic Emulsion 501,FOWN,527,Q527,654,1,Quarter,ACE RANGE
11360,Diamond Ace Plastic Emulsion 501,COCOA BEAN,528,Q528,654,1,Quarter,ACE RANGE
11361,Diamond Ace Plastic Emulsion 501,PATINA,529,Q529,654,1,Quarter,ACE RANGE
11362,Diamond Ace Plastic Emulsion 501,SOFT-PEACH,530,Q530,654,1,Quarter,ACE RANGE
11363,Diamond Ace Plastic Emulsion 501,MOON-FLOWER,531,Q531,654,1,Quarter,ACE RANGE
11364,Diamond Ace Plastic Emulsion 501,TILE-RED,532,Q532,654,1,Quarter,ACE RANGE
11365,Diamond Ace Plastic Emulsion 501,CROWN GOLD,533,Q533,654,1,Quarter,ACE RANGE
11366,Diamond Ace Plastic Emulsion 501,SAFRON DELIGHT,534,Q534,654,1,Quarter,ACE RANGE
11367,Diamond Ace Plastic Emulsion 501,ROSE-WHITE,535,Q535,654,1,Quarter,ACE RANGE
11368,Diamond Ace Plastic Emulsion 501,APPLE-WHITE,536,Q536,654,1,Quarter,ACE RANGE
11369,Diamond Ace Plastic Emulsion 501,ASH-WHITE,537,Q537,654,1,Quarter,ACE RANGE
11370,Diamond Ace Plastic Emulsion 501,PEACH,538,Q538,654,1,Quarter,ACE RANGE
11371,Diamond Ace Plastic Emulsion 501,FRESH ORANGE,539,Q539,654,1,Quarter,ACE RANGE
11372,Diamond Ace Plastic Emulsion 501,BLUE BELL,540,Q540,654,1,Quarter,ACE RANGE
11373,Diamond Ace Plastic Emulsion 501,BRWON STONE,541,Q541,654,1,Quarter,ACE RANGE
11374,Diamond Ace Plastic Emulsion 501,HAZELENUT,542,Q542,654,1,Quarter,ACE RANGE
11375,Diamond Ace Plastic Emulsion 501,LAVENDER-WHITE,543,Q543,654,1,Quarter,ACE RANGE
11376,Diamond Ace Plastic Emulsion 501,ZEPHYR,544,Q544,654,1,Quarter,ACE RANGE
11377,Diamond Ace Plastic Emulsion 501,LACE,545,Q545,654,1,Quarter,ACE RANGE
11378,Diamond Ace Plastic Emulsion 501,JADE,546,Q546,654,1,Quarter,ACE RANGE
11379,Diamond Ace Plastic Emulsion 501,CRESTA,548,Q548,654,1,Quarter,ACE RANGE
11380,Diamond Ace Plastic Emulsion 501,WHITE,550,Q550,654,1,Quarter,ACE RANGE
11381,Diamond Ace Plastic Emulsion 501,SNOWFALL,552,Q552,654,1,Quarter,ACE RANGE
